,Y1,Y2,X1,X2,X3,X4,X5                                      ,Ghi chu: Bien Xi la bien giai thich     (bien input)
1079,1.58,1.7,100.0,1.0,1.6,1500.0,500.0,
1080,1.58,1.81,150.0,2.0,1.6,1500.0,500.0,
1081,1.58,1.7,100.0,2.0,1.6,1500.0,500.0,
1082,1.58,1.7,100.0,3.0,1.6,1500.0,500.0,
1083,1.58,1.82,150.0,3.0,1.6,1500.0,500.0,
1084,1.58,1.84,150.0,4.0,1.6,1500.0,500.0,
1085,1.6,2.06,200.0,4.0,1.6,1500.0,500.0,
1086,1.64,2.39,250.0,4.0,1.6,1500.0,500.0,
1087,1.66,2.64,300.0,4.0,1.6,1500.0,500.0,
1088,1.58,1.67,0.0,0.0,1.65,1500.0,500.0,
1089,1.72,2.7,300.0,2.0,1.65,1500.0,500.0,
1090,1.72,2.68,300.0,3.0,1.65,1500.0,500.0,
1091,1.66,2.11,200.0,3.0,1.65,1500.0,500.0,
1092,1.68,2.18,200.0,2.0,1.65,1500.0,500.0,
1093,1.69,2.42,250.0,2.0,1.65,1500.0,500.0,
1094,1.69,2.42,250.0,3.0,1.65,1500.0,500.0,
1095,1.6,1.7,50.0,1.0,1.65,1500.0,500.0,
1096,1.62,1.74,100.0,1.0,1.65,1500.0,500.0,
1097,1.62,1.85,150.0,2.0,1.65,1500.0,500.0,
1098,1.62,1.74,100.0,2.0,1.65,1500.0,500.0,
1099,1.62,1.74,100.0,3.0,1.65,1500.0,500.0,
1100,1.62,1.85,150.0,3.0,1.65,1500.0,500.0,
1101,1.62,1.87,150.0,4.0,1.65,1500.0,500.0,
1102,1.66,2.11,200.0,4.0,1.65,1500.0,500.0,
1103,1.7,2.41,250.0,4.0,1.65,1500.0,500.0,
1104,1.72,2.67,300.0,4.0,1.65,1500.0,500.0,
1105,1.59,1.61,0.0,0.0,1.7,1500.0,500.0,
1106,1.75,2.57,300.0,2.0,1.7,1500.0,500.0,
1107,1.75,2.54,300.0,3.0,1.7,1500.0,500.0,
1108,1.67,1.98,200.0,3.0,1.7,1500.0,500.0,
1109,1.67,2.01,200.0,2.0,1.7,1500.0,500.0,
1110,1.72,2.27,250.0,2.0,1.7,1500.0,500.0,
1111,1.75,2.45,250.0,3.0,1.7,1500.0,500.0,
1112,1.64,1.73,50.0,1.0,1.7,1500.0,500.0,
1113,1.65,1.78,100.0,1.0,1.7,1500.0,500.0,
1114,1.67,1.88,150.0,2.0,1.7,1500.0,500.0,
1115,1.65,1.78,100.0,2.0,1.7,1500.0,500.0,
1116,1.65,1.78,100.0,3.0,1.7,1500.0,500.0,
1117,1.67,1.88,150.0,3.0,1.7,1500.0,500.0,
1118,1.67,1.89,150.0,4.0,1.7,1500.0,500.0,
1119,1.72,2.14,200.0,4.0,1.7,1500.0,500.0,
1120,1.75,2.45,250.0,4.0,1.7,1500.0,500.0,
1121,1.77,2.7,300.0,4.0,1.7,1500.0,500.0,
1122,1.66,1.73,0.0,0.0,1.75,1500.0,500.0,
1123,1.83,2.76,300.0,2.0,1.75,1500.0,500.0,
1124,1.83,2.74,300.0,3.0,1.75,1500.0,500.0,
1125,1.77,2.18,200.0,3.0,1.75,1500.0,500.0,
1126,1.78,2.19,200.0,2.0,1.75,1500.0,500.0,
1127,1.8,2.48,250.0,2.0,1.75,1500.0,500.0,
1128,1.8,2.48,250.0,3.0,1.75,1500.0,500.0,
1129,1.68,1.76,50.0,1.0,1.75,1500.0,500.0,
1130,1.69,1.82,100.0,1.0,1.75,1500.0,500.0,
1131,1.72,1.9,150.0,2.0,1.75,1500.0,500.0,
1132,1.7,1.82,100.0,2.0,1.75,1500.0,500.0,
1133,1.69,1.83,100.0,3.0,1.75,1500.0,500.0,
1134,1.72,1.91,150.0,3.0,1.75,1500.0,500.0,
1135,1.73,1.92,150.0,4.0,1.75,1500.0,500.0,
1136,1.78,2.18,200.0,4.0,1.75,1500.0,500.0,
1137,1.8,2.48,250.0,4.0,1.75,1500.0,500.0,
1138,1.83,2.73,300.0,4.0,1.75,1500.0,500.0,
1139,1.69,1.76,0.0,0.0,1.8,1500.0,500.0,
1140,1.87,2.79,300.0,2.0,1.8,1500.0,500.0,
1141,1.87,2.78,300.0,3.0,1.8,1500.0,500.0,
1142,1.84,2.28,200.0,3.0,1.8,1500.0,500.0,
1143,1.83,2.23,200.0,2.0,1.8,1500.0,500.0,
1144,1.85,2.51,250.0,2.0,1.8,1500.0,500.0,
1145,1.85,2.52,250.0,3.0,1.8,1500.0,500.0,
1146,1.72,1.8,50.0,1.0,1.8,1500.0,500.0,
1147,1.75,1.88,100.0,1.0,1.8,1500.0,500.0,
1148,1.78,1.94,150.0,2.0,1.8,1500.0,500.0,
1149,1.75,1.88,100.0,2.0,1.8,1500.0,500.0,
1150,1.75,1.88,100.0,3.0,1.8,1500.0,500.0,
1151,1.78,1.94,150.0,3.0,1.8,1500.0,500.0,
1152,1.78,1.95,150.0,4.0,1.8,1500.0,500.0,
1153,1.84,2.22,200.0,4.0,1.8,1500.0,500.0,
1154,1.85,2.52,250.0,4.0,1.8,1500.0,500.0,
1155,1.87,2.76,300.0,4.0,1.8,1500.0,500.0,
1156,1.74,1.79,0.0,0.0,1.85,1500.0,500.0,
1157,1.91,2.82,300.0,2.0,1.85,1500.0,500.0,
1158,1.91,2.81,300.0,3.0,1.85,1500.0,500.0,
1159,1.88,2.27,200.0,3.0,1.85,1500.0,500.0,
1160,1.88,2.27,200.0,2.0,1.85,1500.0,500.0,
1161,1.9,2.55,250.0,2.0,1.85,1500.0,500.0,
1162,1.9,2.56,250.0,3.0,1.85,1500.0,500.0,
1163,1.76,1.85,50.0,1.0,1.85,1500.0,500.0,
1164,1.81,1.93,100.0,1.0,1.85,1500.0,500.0,
1165,1.84,1.99,150.0,2.0,1.85,1500.0,500.0,
1166,1.81,1.93,100.0,2.0,1.85,1500.0,500.0,
1167,1.81,1.94,100.0,3.0,1.85,1500.0,500.0,
1168,1.84,1.98,150.0,3.0,1.85,1500.0,500.0,
1169,1.84,1.99,150.0,4.0,1.85,1500.0,500.0,
1170,1.88,2.27,200.0,4.0,1.85,1500.0,500.0,
1171,1.9,2.55,250.0,4.0,1.85,1500.0,500.0,
1172,1.91,2.79,300.0,4.0,1.85,1500.0,500.0,
1173,1.78,1.83,0.0,0.0,1.9,1500.0,500.0,
1174,1.96,2.86,300.0,2.0,1.9,1500.0,500.0,
1175,1.96,2.84,300.0,3.0,1.9,1500.0,500.0,
1176,1.93,2.32,200.0,3.0,1.9,1500.0,500.0,
1177,1.92,2.32,200.0,2.0,1.9,1500.0,500.0,
1178,1.85,2.07,250.0,2.0,1.9,1500.0,500.0,
1179,1.94,2.59,250.0,3.0,1.9,1500.0,500.0,
1180,1.82,1.91,50.0,1.0,1.9,1500.0,500.0,
1181,1.86,1.97,100.0,1.0,1.9,1500.0,500.0,
1182,1.89,2.03,150.0,2.0,1.9,1500.0,500.0,
1183,1.86,1.98,100.0,2.0,1.9,1500.0,500.0,
1184,1.86,1.98,100.0,3.0,1.9,1500.0,500.0,
1185,1.89,2.03,150.0,3.0,1.9,1500.0,500.0,
1186,1.89,2.03,150.0,4.0,1.9,1500.0,500.0,
1187,1.93,2.32,200.0,4.0,1.9,1500.0,500.0,
1188,1.94,2.59,250.0,4.0,1.9,1500.0,500.0,
1189,1.96,2.83,300.0,4.0,1.9,1500.0,500.0,
1190,1.14,1.1,0.0,0.0,1.25,1100.0,150.0,
1191,1.32,2.28,300.0,2.0,1.25,1100.0,150.0,
1192,1.33,2.25,300.0,3.0,1.25,1100.0,150.0,
1193,1.27,1.72,200.0,3.0,1.25,1100.0,150.0,
1194,1.27,1.78,200.0,2.0,1.25,1100.0,150.0,
1195,1.32,1.97,250.0,2.0,1.25,1100.0,150.0,
1196,1.32,1.94,250.0,3.0,1.25,1100.0,150.0,
1197,1.17,1.19,50.0,1.0,1.25,1100.0,150.0,
1198,1.19,1.25,100.0,1.0,1.25,1100.0,150.0,
1199,1.22,1.39,150.0,2.0,1.25,1100.0,150.0,
1200,1.2,1.26,100.0,2.0,1.25,1100.0,150.0,
1201,1.2,1.26,100.0,3.0,1.25,1100.0,150.0,
1202,1.22,1.41,150.0,3.0,1.25,1100.0,150.0,
1203,1.22,1.44,150.0,4.0,1.25,1100.0,150.0,
1204,1.27,1.66,200.0,4.0,1.25,1100.0,150.0,
1205,1.31,1.91,250.0,4.0,1.25,1100.0,150.0,
1206,1.32,2.22,300.0,4.0,1.25,1100.0,150.0,
1207,1.19,1.15,0.0,0.0,1.3,1100.0,150.0,
1208,1.36,2.29,300.0,2.0,1.3,1100.0,150.0,
1209,1.36,2.25,300.0,3.0,1.3,1100.0,150.0,
1210,1.32,1.73,200.0,3.0,1.3,1100.0,150.0,
1211,1.31,1.79,200.0,2.0,1.3,1100.0,150.0,
1212,1.35,1.97,250.0,2.0,1.3,1100.0,150.0,
1213,1.36,1.94,250.0,3.0,1.3,1100.0,150.0,
1214,1.22,1.22,50.0,1.0,1.3,1100.0,150.0,
1215,1.23,1.29,100.0,1.0,1.3,1100.0,150.0,
1216,1.26,1.42,150.0,2.0,1.3,1100.0,150.0,
1217,1.24,1.29,100.0,2.0,1.3,1100.0,150.0,
1218,1.24,1.29,100.0,3.0,1.3,1100.0,150.0,
1219,1.26,1.44,150.0,3.0,1.3,1100.0,150.0,
1220,1.26,1.46,150.0,4.0,1.3,1100.0,150.0,
1221,1.32,1.68,200.0,4.0,1.3,1100.0,150.0,
1222,1.35,1.93,250.0,4.0,1.3,1100.0,150.0,
1223,1.36,2.24,300.0,4.0,1.3,1100.0,150.0,
1224,1.23,1.19,0.0,0.0,1.35,1100.0,150.0,
1225,1.4,2.31,300.0,2.0,1.35,1100.0,150.0,
1226,1.4,2.27,300.0,3.0,1.35,1100.0,150.0,
1227,1.35,1.74,200.0,3.0,1.35,1100.0,150.0,
1228,1.35,1.79,200.0,2.0,1.35,1100.0,150.0,
1229,1.39,1.97,250.0,2.0,1.35,1100.0,150.0,
1230,1.39,1.96,250.0,3.0,1.35,1100.0,150.0,
1231,1.26,1.26,50.0,1.0,1.35,1100.0,150.0,
1232,1.28,1.33,100.0,1.0,1.35,1100.0,150.0,
1233,1.31,1.45,150.0,2.0,1.35,1100.0,150.0,
1234,1.28,1.33,100.0,2.0,1.35,1100.0,150.0,
1235,1.28,1.34,100.0,3.0,1.35,1100.0,150.0,
1236,1.31,1.46,150.0,3.0,1.35,1100.0,150.0,
1237,1.31,1.49,150.0,4.0,1.35,1100.0,150.0,
1238,1.36,1.7,200.0,4.0,1.35,1100.0,150.0,
1239,1.39,1.95,250.0,4.0,1.35,1100.0,150.0,
1240,1.4,2.26,300.0,4.0,1.35,1100.0,150.0,
1241,1.27,1.23,0.0,0.0,1.4,1100.0,150.0,
1242,1.43,2.32,300.0,2.0,1.4,1100.0,150.0,
1243,1.42,2.28,300.0,3.0,1.4,1100.0,150.0,
1244,1.39,1.76,200.0,3.0,1.4,1100.0,150.0,
1245,1.39,1.81,200.0,2.0,1.4,1100.0,150.0,
1246,1.43,1.99,250.0,2.0,1.4,1100.0,150.0,
1247,1.43,1.99,250.0,3.0,1.4,1100.0,150.0,
1248,1.3,1.3,50.0,1.0,1.4,1100.0,150.0,
1249,1.33,1.37,100.0,1.0,1.4,1100.0,150.0,
1250,1.35,1.48,150.0,2.0,1.4,1100.0,150.0,
1251,1.33,1.38,100.0,2.0,1.4,1100.0,150.0,
1252,1.33,1.39,100.0,3.0,1.4,1100.0,150.0,
1253,1.34,1.39,150.0,3.0,1.4,1100.0,150.0,
1254,1.35,1.51,150.0,4.0,1.4,1100.0,150.0,
1255,1.4,1.71,200.0,4.0,1.4,1100.0,150.0,
1256,1.43,1.98,250.0,4.0,1.4,1100.0,150.0,
1257,1.42,2.26,300.0,4.0,1.4,1100.0,150.0,
1258,1.32,1.26,0.0,0.0,1.45,1100.0,150.0,
1259,1.46,2.33,300.0,2.0,1.45,1100.0,150.0,
1260,1.46,2.3,300.0,3.0,1.45,1100.0,150.0,
1261,1.43,1.77,200.0,3.0,1.45,1100.0,150.0,
1262,1.43,1.82,200.0,2.0,1.45,1100.0,150.0,
1263,1.45,1.99,250.0,2.0,1.45,1100.0,150.0,
1264,1.45,2.0,250.0,3.0,1.45,1100.0,150.0,
1265,1.35,1.35,50.0,1.0,1.45,1100.0,150.0,
1266,1.37,1.42,100.0,1.0,1.45,1100.0,150.0,
1267,1.4,1.52,150.0,2.0,1.45,1100.0,150.0,
1268,1.37,1.42,100.0,2.0,1.45,1100.0,150.0,
1269,1.37,1.43,100.0,3.0,1.45,1100.0,150.0,
1270,1.4,1.53,150.0,3.0,1.45,1100.0,150.0,
1271,1.4,1.55,150.0,4.0,1.45,1100.0,150.0,
1272,1.43,1.73,200.0,4.0,1.45,1100.0,150.0,
1273,1.45,1.99,250.0,4.0,1.45,1100.0,150.0,
1274,1.46,2.28,300.0,4.0,1.45,1100.0,150.0,
1275,1.36,1.31,0.0,0.0,1.5,1100.0,150.0,
1276,1.51,2.35,300.0,2.0,1.5,1100.0,150.0,
1277,1.44,1.62,300.0,3.0,1.5,1100.0,150.0,
1278,1.46,1.79,200.0,3.0,1.5,1100.0,150.0,
1279,1.46,1.83,200.0,2.0,1.5,1100.0,150.0,
1280,1.48,2.01,250.0,2.0,1.5,1100.0,150.0,
1281,1.48,2.02,250.0,3.0,1.5,1100.0,150.0,
1282,1.39,1.39,50.0,1.0,1.5,1100.0,150.0,
1283,1.41,1.47,100.0,1.0,1.5,1100.0,150.0,
1284,1.43,1.54,150.0,2.0,1.5,1100.0,150.0,
1285,1.41,1.47,100.0,2.0,1.5,1100.0,150.0,
1286,1.41,1.46,100.0,3.0,1.5,1100.0,150.0,
1287,1.51,2.25,150.0,3.0,1.5,1100.0,150.0,
1288,1.43,1.57,150.0,4.0,1.5,1100.0,150.0,
1289,1.46,1.75,200.0,4.0,1.5,1100.0,150.0,
1290,1.48,2.02,250.0,4.0,1.5,1100.0,150.0,
1291,1.52,2.29,300.0,4.0,1.5,1100.0,150.0,
1292,1.42,1.35,0.0,0.0,1.55,1100.0,150.0,
1293,1.57,2.37,300.0,2.0,1.55,1100.0,150.0,
1294,1.57,2.33,300.0,3.0,1.55,1100.0,150.0,
1295,1.5,1.81,200.0,3.0,1.55,1100.0,150.0,
1296,1.5,1.86,200.0,2.0,1.55,1100.0,150.0,
1297,1.53,2.04,250.0,2.0,1.55,1100.0,150.0,
1298,1.54,2.07,250.0,3.0,1.55,1100.0,150.0,
1299,1.44,1.44,50.0,1.0,1.55,1100.0,150.0,
1300,1.45,1.5,100.0,1.0,1.55,1100.0,150.0,
1301,1.47,1.58,150.0,2.0,1.55,1100.0,150.0,
1302,1.45,1.51,100.0,2.0,1.55,1100.0,150.0,
1303,1.46,1.52,100.0,3.0,1.55,1100.0,150.0,
1304,1.47,1.59,150.0,3.0,1.55,1100.0,150.0,
1305,1.47,1.61,150.0,4.0,1.55,1100.0,150.0,
1306,1.5,1.78,200.0,4.0,1.55,1100.0,150.0,
1307,1.53,2.04,250.0,4.0,1.55,1100.0,150.0,
1308,1.58,2.32,300.0,4.0,1.55,1100.0,150.0,
1309,1.46,1.4,0.0,0.0,1.6,1100.0,150.0,
1310,1.63,2.41,300.0,2.0,1.6,1100.0,150.0,
1311,1.63,2.37,300.0,3.0,1.6,1100.0,150.0,
1312,1.54,1.84,200.0,3.0,1.6,1100.0,150.0,
1313,1.54,1.89,200.0,2.0,1.6,1100.0,150.0,
1314,1.59,2.08,250.0,2.0,1.6,1100.0,150.0,
1315,1.59,2.07,250.0,3.0,1.6,1100.0,150.0,
1316,1.48,1.49,50.0,1.0,1.6,1100.0,150.0,
1317,1.5,1.55,100.0,1.0,1.6,1100.0,150.0,
1318,1.51,1.62,150.0,2.0,1.6,1100.0,150.0,
1319,1.5,1.54,100.0,2.0,1.6,1100.0,150.0,
1320,1.5,1.55,100.0,3.0,1.6,1100.0,150.0,
1321,1.51,1.63,150.0,3.0,1.6,1100.0,150.0,
1322,1.52,1.65,150.0,4.0,1.6,1100.0,150.0,
1323,1.54,1.8,200.0,4.0,1.6,1100.0,150.0,
1324,1.59,2.07,250.0,4.0,1.6,1100.0,150.0,
1325,1.64,2.35,300.0,4.0,1.6,1100.0,150.0,
1326,1.51,1.46,0.0,0.0,1.65,1100.0,150.0,
1327,1.69,2.44,300.0,2.0,1.65,1100.0,150.0,
1328,1.69,2.41,300.0,3.0,1.65,1100.0,150.0,
1329,1.58,1.87,200.0,3.0,1.65,1100.0,150.0,
1330,1.58,1.92,200.0,2.0,1.65,1100.0,150.0,
1331,1.64,2.11,250.0,2.0,1.65,1100.0,150.0,
1332,1.65,2.12,250.0,3.0,1.65,1100.0,150.0,
1333,1.52,1.52,50.0,1.0,1.65,1100.0,150.0,
1334,1.54,1.58,100.0,1.0,1.65,1100.0,150.0,
1335,1.55,1.65,150.0,2.0,1.65,1100.0,150.0,
1336,1.53,1.58,100.0,2.0,1.65,1100.0,150.0,
1337,1.53,1.58,100.0,3.0,1.65,1100.0,150.0,
1338,1.55,1.67,150.0,3.0,1.65,1100.0,150.0,
1339,1.55,1.68,150.0,4.0,1.65,1100.0,150.0,
1340,1.59,1.83,200.0,4.0,1.65,1100.0,150.0,
1341,1.65,2.11,250.0,4.0,1.65,1100.0,150.0,
1342,1.69,2.38,300.0,4.0,1.65,1100.0,150.0,
1343,1.55,1.5,0.0,0.0,1.7,1100.0,150.0,
1344,1.73,2.47,300.0,2.0,1.7,1100.0,150.0,
1345,1.74,2.44,300.0,3.0,1.7,1100.0,150.0,
1346,1.57,1.84,200.0,3.0,1.7,1100.0,150.0,
1347,1.68,1.98,200.0,2.0,1.7,1100.0,150.0,
1348,1.75,2.17,250.0,2.0,1.7,1100.0,150.0,
1349,1.75,2.18,250.0,3.0,1.7,1100.0,150.0,
1350,1.6,1.61,50.0,1.0,1.7,1100.0,150.0,
1351,1.61,1.65,100.0,1.0,1.7,1100.0,150.0,
1352,1.64,1.73,150.0,2.0,1.7,1100.0,150.0,
1353,1.61,1.65,100.0,2.0,1.7,1100.0,150.0,
1354,1.62,1.65,100.0,3.0,1.7,1100.0,150.0,
1355,1.64,1.74,150.0,3.0,1.7,1100.0,150.0,
1356,1.64,1.76,150.0,4.0,1.7,1100.0,150.0,
1357,1.69,1.89,200.0,4.0,1.7,1100.0,150.0,
1358,1.75,2.18,250.0,4.0,1.7,1100.0,150.0,
1359,1.79,2.44,300.0,4.0,1.7,1100.0,150.0,
1360,1.59,1.54,0.0,0.0,1.75,1100.0,150.0,
1361,1.79,2.51,300.0,2.0,1.75,1100.0,150.0,
1362,1.79,2.48,300.0,3.0,1.75,1100.0,150.0,
1363,1.69,1.94,200.0,3.0,1.75,1100.0,150.0,
1364,1.69,1.98,200.0,2.0,1.75,1100.0,150.0,
1365,1.75,2.18,250.0,2.0,1.75,1100.0,150.0,
1366,1.75,2.18,250.0,3.0,1.75,1100.0,150.0,
1367,1.6,1.61,50.0,1.0,1.75,1100.0,150.0,
1368,1.62,1.65,100.0,1.0,1.75,1100.0,150.0,
1369,1.64,1.73,150.0,2.0,1.75,1100.0,150.0,
1370,1.62,1.65,100.0,2.0,1.75,1100.0,150.0,
1371,1.62,1.65,100.0,3.0,1.75,1100.0,150.0,
1372,1.64,1.74,150.0,3.0,1.75,1100.0,150.0,
1373,1.64,1.76,150.0,4.0,1.75,1100.0,150.0,
1374,1.69,1.89,200.0,4.0,1.75,1100.0,150.0,
1375,1.76,2.18,250.0,4.0,1.75,1100.0,150.0,
1376,1.79,2.44,300.0,4.0,1.75,1100.0,150.0,
1377,1.63,1.59,0.0,0.0,1.8,1100.0,150.0,
1378,1.83,2.54,300.0,2.0,1.8,1100.0,150.0,
1379,1.83,2.51,300.0,3.0,1.8,1100.0,150.0,
1380,1.74,1.97,200.0,3.0,1.8,1100.0,150.0,
1381,1.74,2.0,200.0,2.0,1.8,1100.0,150.0,
1382,1.8,2.21,250.0,2.0,1.8,1100.0,150.0,
1383,1.8,2.21,250.0,3.0,1.8,1100.0,150.0,
1384,1.65,1.65,50.0,1.0,1.8,1100.0,150.0,
1385,1.66,1.69,100.0,1.0,1.8,1100.0,150.0,
1386,1.69,1.77,150.0,2.0,1.8,1100.0,150.0,
1387,1.66,1.69,100.0,2.0,1.8,1100.0,150.0,
1388,1.66,1.68,100.0,3.0,1.8,1100.0,150.0,
1389,1.69,1.78,150.0,3.0,1.8,1100.0,150.0,
1390,1.69,1.79,150.0,4.0,1.8,1100.0,150.0,
1391,1.74,1.92,200.0,4.0,1.8,1100.0,150.0,
1392,1.8,2.22,250.0,4.0,1.8,1100.0,150.0,
1393,1.86,2.49,300.0,4.0,1.8,1100.0,150.0,
1394,1.67,1.63,0.0,0.0,1.85,1100.0,150.0,
1395,1.87,2.56,300.0,2.0,1.85,1100.0,150.0,
1396,1.87,2.53,300.0,3.0,1.85,1100.0,150.0,
1397,1.79,2.0,200.0,3.0,1.85,1100.0,150.0,
1398,1.79,2.03,200.0,2.0,1.85,1100.0,150.0,
1399,1.85,2.24,250.0,2.0,1.85,1100.0,150.0,
1400,1.85,2.25,250.0,3.0,1.85,1100.0,150.0,
1401,1.69,1.69,50.0,1.0,1.85,1100.0,150.0,
1402,1.71,1.73,100.0,1.0,1.85,1100.0,150.0,
1403,1.75,1.81,150.0,2.0,1.85,1100.0,150.0,
1404,1.71,1.73,100.0,2.0,1.85,1100.0,150.0,
1405,1.71,1.73,100.0,3.0,1.85,1100.0,150.0,
1406,1.74,1.82,150.0,3.0,1.85,1100.0,150.0,
1407,1.75,1.84,150.0,4.0,1.85,1100.0,150.0,
1408,1.79,1.95,200.0,4.0,1.85,1100.0,150.0,
1409,1.85,2.26,250.0,4.0,1.85,1100.0,150.0,
1410,1.87,2.5,300.0,4.0,1.85,1100.0,150.0,
1411,1.73,1.69,0.0,0.0,1.9,1100.0,150.0,
1412,1.91,2.6,300.0,2.0,1.9,1100.0,150.0,
1413,1.91,2.57,300.0,3.0,1.9,1100.0,150.0,
1414,1.85,2.03,200.0,3.0,1.9,1100.0,150.0,
1415,1.85,2.06,200.0,2.0,1.9,1100.0,150.0,
1416,1.89,2.28,250.0,2.0,1.9,1100.0,150.0,
1417,1.89,2.29,250.0,3.0,1.9,1100.0,150.0,
1418,1.74,1.74,50.0,1.0,1.9,1100.0,150.0,
1419,1.76,1.78,100.0,1.0,1.9,1100.0,150.0,
1420,1.8,1.86,150.0,2.0,1.9,1100.0,150.0,
1421,1.75,1.77,100.0,2.0,1.9,1100.0,150.0,
1422,1.77,1.78,100.0,3.0,1.9,1100.0,150.0,
1423,1.8,1.87,150.0,3.0,1.9,1100.0,150.0,
1424,1.8,1.89,150.0,4.0,1.9,1100.0,150.0,
1425,1.85,1.98,200.0,4.0,1.9,1100.0,150.0,
1426,1.89,2.29,250.0,4.0,1.9,1100.0,150.0,
1427,1.91,2.54,300.0,4.0,1.9,1100.0,150.0,
1428,1.17,1.21,0.0,0.0,1.25,1100.0,250.0,
1429,1.33,2.32,300.0,2.0,1.25,1100.0,250.0,
1430,1.33,2.29,300.0,3.0,1.25,1100.0,250.0,
1431,1.3,1.75,200.0,3.0,1.25,1100.0,250.0,
1432,1.29,1.8,200.0,2.0,1.25,1100.0,250.0,
1433,1.33,1.99,250.0,2.0,1.25,1100.0,250.0,
1434,1.33,1.98,250.0,3.0,1.25,1100.0,250.0,
1435,1.2,1.26,50.0,1.0,1.25,1100.0,250.0,
1436,1.22,1.32,100.0,1.0,1.25,1100.0,250.0,
1437,1.25,1.45,150.0,2.0,1.25,1100.0,250.0,
1438,1.23,1.34,100.0,2.0,1.25,1100.0,250.0,
1439,1.22,1.33,100.0,3.0,1.25,1100.0,250.0,
1440,1.26,1.46,150.0,3.0,1.25,1100.0,250.0,
1441,1.26,1.48,150.0,4.0,1.25,1100.0,250.0,
1442,1.3,1.69,200.0,4.0,1.25,1100.0,250.0,
1443,1.32,1.96,250.0,4.0,1.25,1100.0,250.0,
1444,1.33,2.28,300.0,4.0,1.25,1100.0,250.0,
1445,1.21,1.24,0.0,0.0,1.3,1100.0,250.0,
1446,1.36,2.33,300.0,2.0,1.3,1100.0,250.0,
1447,1.36,2.3,300.0,3.0,1.3,1100.0,250.0,
1448,1.34,1.76,200.0,3.0,1.3,1100.0,250.0,
1449,1.33,1.81,200.0,2.0,1.3,1100.0,250.0,
1450,1.36,1.99,250.0,2.0,1.3,1100.0,250.0,
1451,1.36,1.99,250.0,3.0,1.3,1100.0,250.0,
1452,1.24,1.31,50.0,1.0,1.3,1100.0,250.0,
1453,1.26,1.37,100.0,1.0,1.3,1100.0,250.0,
1454,1.29,1.47,150.0,2.0,1.3,1100.0,250.0,
1455,1.26,1.36,100.0,2.0,1.3,1100.0,250.0,
1456,1.26,1.36,100.0,3.0,1.3,1100.0,250.0,
1457,1.29,1.48,150.0,3.0,1.3,1100.0,250.0,
1458,1.3,1.5,150.0,4.0,1.3,1100.0,250.0,
1459,1.34,1.7,200.0,4.0,1.3,1100.0,250.0,
1460,1.37,1.98,250.0,4.0,1.3,1100.0,250.0,
1461,1.37,2.29,300.0,4.0,1.3,1100.0,250.0,
1462,1.25,1.27,0.0,0.0,1.35,1100.0,250.0,
1463,1.41,2.35,300.0,2.0,1.35,1100.0,250.0,
1464,1.41,2.32,300.0,3.0,1.35,1100.0,250.0,
1465,1.37,1.77,200.0,3.0,1.35,1100.0,250.0,
1466,1.37,1.82,200.0,2.0,1.35,1100.0,250.0,
1467,1.39,2.01,250.0,2.0,1.35,1100.0,250.0,
1468,1.39,2.01,250.0,3.0,1.35,1100.0,250.0,
1469,1.29,1.34,50.0,1.0,1.35,1100.0,250.0,
1470,1.31,1.39,100.0,1.0,1.35,1100.0,250.0,
1471,1.33,1.49,150.0,2.0,1.35,1100.0,250.0,
1472,1.31,1.4,100.0,2.0,1.35,1100.0,250.0,
1473,1.31,1.41,100.0,3.0,1.35,1100.0,250.0,
1474,1.34,1.51,150.0,3.0,1.35,1100.0,250.0,
1475,1.34,1.52,150.0,4.0,1.35,1100.0,250.0,
1476,1.38,1.72,200.0,4.0,1.35,1100.0,250.0,
1477,1.39,2.0,250.0,4.0,1.35,1100.0,250.0,
1478,1.41,2.31,300.0,4.0,1.35,1100.0,250.0,
1479,1.3,1.31,0.0,0.0,1.4,1100.0,250.0,
1480,1.43,2.35,300.0,2.0,1.4,1100.0,250.0,
1481,1.43,2.32,300.0,3.0,1.4,1100.0,250.0,
1482,1.41,1.78,200.0,3.0,1.4,1100.0,250.0,
1483,1.41,1.83,200.0,2.0,1.4,1100.0,250.0,
1484,1.44,2.03,250.0,2.0,1.4,1100.0,250.0,
1485,1.44,2.04,250.0,3.0,1.4,1100.0,250.0,
1486,1.33,1.39,50.0,1.0,1.4,1100.0,250.0,
1487,1.35,1.44,100.0,1.0,1.4,1100.0,250.0,
1488,1.38,1.53,150.0,2.0,1.4,1100.0,250.0,
1489,1.35,1.44,100.0,2.0,1.4,1100.0,250.0,
1490,1.35,1.44,100.0,3.0,1.4,1100.0,250.0,
1491,1.38,1.54,150.0,3.0,1.4,1100.0,250.0,
1492,1.38,1.56,150.0,4.0,1.4,1100.0,250.0,
1493,1.42,1.74,200.0,4.0,1.4,1100.0,250.0,
1494,1.44,2.03,250.0,4.0,1.4,1100.0,250.0,
1495,1.43,2.31,300.0,4.0,1.4,1100.0,250.0,
1496,1.34,1.36,0.0,0.0,1.45,1100.0,250.0,
1497,1.47,2.38,300.0,2.0,1.45,1100.0,250.0,
1498,1.47,2.34,300.0,3.0,1.45,1100.0,250.0,
1499,1.45,1.8,200.0,3.0,1.45,1100.0,250.0,
1500,1.45,1.85,200.0,2.0,1.45,1100.0,250.0,
